Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,50
US National,Season onset,Bin,week,40,41,0
US National,Season onset,Bin,week,41,42,0
US National,Season onset,Bin,week,42,43,0
US National,Season onset,Bin,week,43,44,0
US National,Season onset,Bin,week,44,45,0
US National,Season onset,Bin,week,45,46,0
US National,Season onset,Bin,week,46,47,0
US National,Season onset,Bin,week,47,48,0
US National,Season onset,Bin,week,48,49,0.990099
US National,Season onset,Bin,week,49,50,0
US National,Season onset,Bin,week,50,51,0
US National,Season onset,Bin,week,51,52,0
US National,Season onset,Bin,week,52,53,0
US National,Season onset,Bin,week,1,2,0
US National,Season onset,Bin,week,2,3,0
US National,Season onset,Bin,week,3,4,0
US National,Season onset,Bin,week,4,5,0
US National,Season onset,Bin,week,5,6,0
US National,Season onset,Bin,week,6,7,0
US National,Season onset,Bin,week,7,8,0
US National,Season onset,Bin,week,8,9,0
US National,Season onset,Bin,week,9,10,0
US National,Season onset,Bin,week,10,11,0
US National,Season onset,Bin,week,11,12,0
US National,Season onset,Bin,week,12,13,0
US National,Season onset,Bin,week,13,14,0
US National,Season onset,Bin,week,14,15,0
US National,Season onset,Bin,week,15,16,0
US National,Season onset,Bin,week,16,17,0
US National,Season onset,Bin,week,17,18,0
US National,Season onset,Bin,week,18,19,0
US National,Season onset,Bin,week,19,20,0
US National,Season onset,Bin,week,20,21,0
US National,Season onset,Bin,week,none,none,0.009901
US National,Season peak week,Point,week,NA,NA,1
US National,Season peak week,Bin,week,40,41,8.33306e-05
US National,Season peak week,Bin,week,41,42,8.33306e-05
US National,Season peak week,Bin,week,42,43,8.33306e-05
US National,Season peak week,Bin,week,43,44,8.33306e-05
US National,Season peak week,Bin,week,44,45,8.33306e-05
US National,Season peak week,Bin,week,45,46,8.33306e-05
US National,Season peak week,Bin,week,46,47,8.33306e-05
US National,Season peak week,Bin,week,47,48,8.33306e-05
US National,Season peak week,Bin,week,48,49,8.33306e-05
US National,Season peak week,Bin,week,49,50,8.33306e-05
US National,Season peak week,Bin,week,50,51,8.33306e-05
US National,Season peak week,Bin,week,51,52,8.33306e-05
US National,Season peak week,Bin,week,52,53,0.990152
US National,Season peak week,Bin,week,1,2,8.33306e-05
US National,Season peak week,Bin,week,2,3,8.33306e-05
US National,Season peak week,Bin,week,3,4,8.33306e-05
US National,Season peak week,Bin,week,4,5,8.33306e-05
US National,Season peak week,Bin,week,5,6,0.000166661
US National,Season peak week,Bin,week,6,7,0.000249992
US National,Season peak week,Bin,week,7,8,0.000416653
US National,Season peak week,Bin,week,8,9,8.33306e-05
US National,Season peak week,Bin,week,9,10,8.33306e-05
US National,Season peak week,Bin,week,10,11,8.33306e-05
US National,Season peak week,Bin,week,11,12,8.33306e-05
US National,Season peak week,Bin,week,12,13,8.33306e-05
US National,Season peak week,Bin,week,13,14,8.33306e-05
US National,Season peak week,Bin,week,14,15,8.33306e-05
US National,Season peak week,Bin,week,15,16,8.33306e-05
US National,Season peak week,Bin,week,16,17,8.33306e-05
US National,Season peak week,Bin,week,17,18,8.33306e-05
US National,Season peak week,Bin,week,18,19,8.33306e-05
US National,Season peak week,Bin,week,19,20,0.0033824
US National,Season peak week,Bin,week,20,21,0.0033824
US National,Season peak percentage,Point,percent,NA,NA,4.6
US National,Season peak percentage,Bin,percent,0.0,0.1,2.68529e-05
US National,Season peak percentage,Bin,percent,0.1,0.2,2.68529e-05
US National,Season peak percentage,Bin,percent,0.2,0.3,2.68529e-05
US National,Season peak percentage,Bin,percent,0.3,0.4,2.68529e-05
US National,Season peak percentage,Bin,percent,0.4,0.5,2.68529e-05
US National,Season peak percentage,Bin,percent,0.5,0.6,2.68529e-05
US National,Season peak percentage,Bin,percent,0.6,0.7,2.68529e-05
US National,Season peak percentage,Bin,percent,0.7,0.8,2.68529e-05
US National,Season peak percentage,Bin,percent,0.8,0.9,2.68529e-05
US National,Season peak percentage,Bin,percent,0.9,1.0,2.68529e-05
US National,Season peak percentage,Bin,percent,1.0,1.1,2.68529e-05
