"Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"US National","Season onset","Point","week",NA,NA,47
"US National","Season onset","Bin","week","40","41",0
"US National","Season onset","Bin","week","41","42",0
"US National","Season onset","Bin","week","42","43",0
"US National","Season onset","Bin","week","43","44",0
"US National","Season onset","Bin","week","44","45",0
"US National","Season onset","Bin","week","45","46",0
"US National","Season onset","Bin","week","46","47",0
"US National","Season onset","Bin","week","47","48",0.7325
"US National","Season onset","Bin","week","48","49",0
"US National","Season onset","Bin","week","49","50",0.1587
"US National","Season onset","Bin","week","50","51",0.0701
"US National","Season onset","Bin","week","51","52",0.0331
"US National","Season onset","Bin","week","52","53",0.0029
"US National","Season onset","Bin","week","53","54",0
"US National","Season onset","Bin","week","1","2",0
"US National","Season onset","Bin","week","2","3",6e-04
"US National","Season onset","Bin","week","3","4",2e-04
"US National","Season onset","Bin","week","4","5",0
"US National","Season onset","Bin","week","5","6",0
"US National","Season onset","Bin","week","6","7",1e-04
"US National","Season onset","Bin","week","7","8",0
"US National","Season onset","Bin","week","8","9",0
"US National","Season onset","Bin","week","9","10",0
"US National","Season onset","Bin","week","10","11",0
"US National","Season onset","Bin","week","11","12",0
"US National","Season onset","Bin","week","12","13",0
"US National","Season onset","Bin","week","13","14",0
"US National","Season onset","Bin","week","14","15",0
"US National","Season onset","Bin","week","15","16",0
"US National","Season onset","Bin","week","16","17",0
"US National","Season onset","Bin","week","17","18",0
"US National","Season onset","Bin","week","18","19",0
"US National","Season onset","Bin","week","19","20",0
"US National","Season onset","Bin","week","20","21",0
"US National","Season onset","Bin","week","none","none",0.0018
"US National","Season peak week","Point","week",NA,NA,52
"US National","Season peak week","Bin","week","40","41",0
"US National","Season peak week","Bin","week","41","42",0
"US National","Season peak week","Bin","week","42","43",0
"US National","Season peak week","Bin","week","43","44",0
"US National","Season peak week","Bin","week","44","45",0
"US National","Season peak week","Bin","week","45","46",0
"US National","Season peak week","Bin","week","46","47",0
"US National","Season peak week","Bin","week","47","48",0.000189969604863222
"US National","Season peak week","Bin","week","48","49",0.000189969604863222
"US National","Season peak week","Bin","week","49","50",0.000379939209726444
"US National","Season peak week","Bin","week","50","51",0.000474924012158055
"US National","Season peak week","Bin","week","51","52",0.00816869300911853
"US National","Season peak week","Bin","week","52","53",0.701462765957447
"US National","Season peak week","Bin","week","53","54",0.0823518237082066
"US National","Season peak week","Bin","week","1","2",0.0301101823708206
"US National","Season peak week","Bin","week","2","3",0.0548062310030395
"US National","Season peak week","Bin","week","3","4",0.0625949848024316
"US National","Season peak week","Bin","week","4","5",0.0279255319148936
"US National","Season peak week","Bin","week","5","6",0.010733282674772
"US National","Season peak week","Bin","week","6","7",0.00579407294832827
"US National","Season peak week","Bin","week","7","8",0.00322948328267477
"US National","Season peak week","Bin","week","8","9",0.00161474164133739
"US National","Season peak week","Bin","week","9","10",0.00360942249240121
"US National","Season peak week","Bin","week","10","11",0.00199468085106383
"US National","Season peak week","Bin","week","11","12",0.00132978723404255
"US National","Season peak week","Bin","week","12","13",0.00113981762917933
"US National","Season peak week","Bin","week","13","14",0.000949848024316109
"US National","Season peak week","Bin","week","14","15",0.000189969604863222
"US National","Season peak week","Bin","week","15","16",0.000189969604863222
"US National","Season peak week","Bin","week","16","17",9.4984802431611e-05
"US National","Season peak week","Bin","week","17","18",9.4984802431611e-05
"US National","Season peak week","Bin","week","18","19",9.4984802431611e-05
"US National","Season peak week","Bin","week","19","20",9.4984802431611e-05
"US National","Season peak week","Bin","week","20","21",0.000189969604863222
"US National","Season peak percentage","Point","percent",NA,NA,5.6
"US National","Season peak percentage","Bin","percent","0","0.1",0
"US National","Season peak percentage","Bin","percent","0.1","0.2",0
"US National","Season peak percentage","Bin","percent","0.2","0.3",0
"US National","Season peak percentage","Bin","percent","0.3","0.4",0
"US National","Season peak percentage","Bin","percent","0.4","0.5",0
"US National","Season peak percentage","Bin","percent","0.5","0.6",0
"US National","Season peak percentage","Bin","percent","0.6","0.7",0
"US National","Season peak percentage","Bin","percent","0.7","0.8",0
"US National","Season peak percentage","Bin","percent","0.8","0.9",0
"US National","Season peak percentage","Bin","percent","0.9","1",0
"US National","Season peak percentage","Bin","percent","1","1.1",0
"US National","Season peak percentage","Bin","percent","1.1","1.2",0
"US National","Season peak percentage","Bin","percent","1.2","1.3",0
"US National","Season peak percentage","Bin","percent","1.3","1.4",0
"US National","Season peak percentage","Bin","percent","1.4","1.5",0
"US National","Season peak percentage","Bin","percent","1.5","1.6",0
"US National","Season peak percentage","Bin","percent","1.6","1.7",0
"US National","Season peak percentage","Bin","percent","1.7","1.8",0
"US National","Season peak percentage","Bin","percent","1.8","1.9",0
"US National","Season peak percentage","Bin","percent","1.9","2",0
"US National","Season peak percentage","Bin","percent","2","2.1",2e-04
"US National","Season peak percentage","Bin","percent","2.1","2.2",1e-04
"US National","Season peak percentage","Bin","percent","2.2","2.3",3e-04
"US National","Season peak percentage","Bin","percent","2.3","2.4",5e-04
"US National","Season peak percentage","Bin","percent","2.4","2.5",4e-04
"US National","Season peak percentage","Bin","percent","2.5","2.6",0.0013
"US National","Season peak percentage","Bin","percent","2.6","2.7",0.0018
"US National","Season peak percentage","Bin","percent","2.7","2.8",0.0022
"US National","Season peak percentage","Bin","percent","2.8","2.9",0.0028
"US National","Season peak percentage","Bin","percent","2.9","3",0.0047
"US National","Season peak percentage","Bin","percent","3","3.1",0.0039
"US National","Season peak percentage","Bin","percent","3.1","3.2",0.0057
"US National","Season peak percentage","Bin","percent","3.2","3.3",0.008
"US National","Season peak percentage","Bin","percent","3.3","3.4",0.0076
"US National","Season peak percentage","Bin","percent","3.4","3.5",0.0083
"US National","Season peak percentage","Bin","percent","3.5","3.6",0.0093
"US National","Season peak percentage","Bin","percent","3.6","3.7",0.0103
"US National","Season peak percentage","Bin","percent","3.7","3.8",0.0142
"US National","Season peak percentage","Bin","percent","3.8","3.9",0.0135
"US National","Season peak percentage","Bin","percent","3.9","4",0.0148
"US National","Season peak percentage","Bin","percent","4","4.1",0.0179
"US National","Season peak percentage","Bin","percent","4.1","4.2",0.019
"US National","Season peak percentage","Bin","percent","4.2","4.3",0.0195
"US National","Season peak percentage","Bin","percent","4.3","4.4",0.0216
"US National","Season peak percentage","Bin","percent","4.4","4.5",0.0209
"US National","Season peak percentage","Bin","percent","4.5","4.6",0.021
"US National","Season peak percentage","Bin","percent","4.6","4.7",0.0193
"US National","Season peak percentage","Bin","percent","4.7","4.8",0.0256
"US National","Season peak percentage","Bin","percent","4.8","4.9",0.0228
"US National","Season peak percentage","Bin","percent","4.9","5",0.0259
"US National","Season peak percentage","Bin","percent","5","5.1",0.0285
"US National","Season peak percentage","Bin","percent","5.1","5.2",0.025
"US National","Season peak percentage","Bin","percent","5.2","5.3",0.0259
"US National","Season peak percentage","Bin","percent","5.3","5.4",0.025
"US National","Season peak percentage","Bin","percent","5.4","5.5",0.0247
"US National","Season peak percentage","Bin","percent","5.5","5.6",0.0248
"US National","Season peak percentage","Bin","percent","5.6","5.7",0.0262
"US National","Season peak percentage","Bin","percent","5.7","5.8",0.029
"US National","Season peak percentage","Bin","percent","5.8","5.9",0.0236
"US National","Season peak percentage","Bin","percent","5.9","6",0.0234
"US National","Season peak percentage","Bin","percent","6","6.1",0.0217
"US National","Season peak percentage","Bin","percent","6.1","6.2",0.0215
"US National","Season peak percentage","Bin","percent","6.2","6.3",0.0232
"US National","Season peak percentage","Bin","percent","6.3","6.4",0.0209
"US National","Season peak percentage","Bin","percent","6.4","6.5",0.0191
"US National","Season peak percentage","Bin","percent","6.5","6.6",0.0167
"US National","Season peak percentage","Bin","percent","6.6","6.7",0.0187
"US National","Season peak percentage","Bin","percent","6.7","6.8",0.0159
"US National","Season peak percentage","Bin","percent","6.8","6.9",0.0167
"US National","Season peak percentage","Bin","percent","6.9","7",0.0148
"US National","Season peak percentage","Bin","percent","7","7.1",0.014
"US National","Season peak percentage","Bin","percent","7.1","7.2",0.0127
"US National","Season peak percentage","Bin","percent","7.2","7.3",0.0134
"US National","Season peak percentage","Bin","percent","7.3","7.4",0.0128
"US National","Season peak percentage","Bin","percent","7.4","7.5",0.0119
"US National","Season peak percentage","Bin","percent","7.5","7.6",0.0104
"US National","Season peak percentage","Bin","percent","7.6","7.7",0.0102
"US National","Season peak percentage","Bin","percent","7.7","7.8",0.011
"US National","Season peak percentage","Bin","percent","7.8","7.9",0.0102
"US National","Season peak percentage","Bin","percent","7.9","8",0.0077
"US National","Season peak percentage","Bin","percent","8","8.1",0.0084
"US National","Season peak percentage","Bin","percent","8.1","8.2",0.0079
"US National","Season peak percentage","Bin","percent","8.2","8.3",0.0063
"US National","Season peak percentage","Bin","percent","8.3","8.4",0.0067
"US National","Season peak percentage","Bin","percent","8.4","8.5",0.0068
"US National","Season peak percentage","Bin","percent","8.5","8.6",0.0055
"US National","Season peak percentage","Bin","percent","8.6","8.7",0.0052
"US National","Season peak percentage","Bin","percent","8.7","8.8",0.0049
"US National","Season peak percentage","Bin","percent","8.8","8.9",0.0047
"US National","Season peak percentage","Bin","percent","8.9","9",0.005
"US National","Season peak percentage","Bin","percent","9","9.1",0.0046
"US National","Season peak percentage","Bin","percent","9.1","9.2",0.0036
"US National","Season peak percentage","Bin","percent","9.2","9.3",0.003
"US National","Season peak percentage","Bin","percent","9.3","9.4",0.0025
"US National","Season peak percentage","Bin","percent","9.4","9.5",0.0033
"US National","Season peak percentage","Bin","percent","9.5","9.6",0.0041
"US National","Season peak percentage","Bin","percent","9.6","9.7",0.003
"US National","Season peak percentage","Bin","percent","9.7","9.8",0.0027
"US National","Season peak percentage","Bin","percent","9.8","9.9",0.002
"US National","Season peak percentage","Bin","percent","9.9","10",0.002
"US National","Season peak percentage","Bin","percent","10","10.1",0.0012
"US National","Season peak percentage","Bin","percent","10.1","10.2",0.0017
"US National","Season peak percentage","Bin","percent","10.2","10.3",0.0015
"US National","Season peak percentage","Bin","percent","10.3","10.4",0.0011
"US National","Season peak percentage","Bin","percent","10.4","10.5",0.0013
"US National","Season peak percentage","Bin","percent","10.5","10.6",0.0015
"US National","Season peak percentage","Bin","percent","10.6","10.7",0.0011
"US National","Season peak percentage","Bin","percent","10.7","10.8",0.0015
"US National","Season peak percentage","Bin","percent","10.8","10.9",0.001
"US National","Season peak percentage","Bin","percent","10.9","11",0.000900000000000001
"US National","Season peak percentage","Bin","percent","11","11.1",0.0011
"US National","Season peak percentage","Bin","percent","11.1","11.2",6e-04
"US National","Season peak percentage","Bin","percent","11.2","11.3",0.000900000000000001
"US National","Season peak percentage","Bin","percent","11.3","11.4",0.0011
"US National","Season peak percentage","Bin","percent","11.4","11.5",8e-04
"US National","Season peak percentage","Bin","percent","11.5","11.6",8e-04
"US National","Season peak percentage","Bin","percent","11.6","11.7",4e-04
"US National","Season peak percentage","Bin","percent","11.7","11.8",3e-04
"US National","Season peak percentage","Bin","percent","11.8","11.9",5e-04
"US National","Season peak percentage","Bin","percent","11.9","12",6e-04
"US National","Season peak percentage","Bin","percent","12","12.1",3e-04
"US National","Season peak percentage","Bin","percent","12.1","12.2",4e-04
"US National","Season peak percentage","Bin","percent","12.2","12.3",1e-04
"US National","Season peak percentage","Bin","percent","12.3","12.4",1e-04
"US National","Season peak percentage","Bin","percent","12.4","12.5",5e-04
"US National","Season peak percentage","Bin","percent","12.5","12.6",6e-04
"US National","Season peak percentage","Bin","percent","12.6","12.7",2e-04
"US National","Season peak percentage","Bin","percent","12.7","12.8",1e-04
"US National","Season peak percentage","Bin","percent","12.8","12.9",2e-04
"US National","Season peak percentage","Bin","percent","12.9","13",1e-04
"US National","Season peak percentage","Bin","percent","13","100",0.0023
"US National","1 wk ahead","Point","percent",NA,NA,2.2
"US National","1 wk ahead","Bin","percent","0","0.1",0
"US National","1 wk ahead","Bin","percent","0.1","0.2",0
"US National","1 wk ahead","Bin","percent","0.2","0.3",0
"US National","1 wk ahead","Bin","percent","0.3","0.4",0
"US National","1 wk ahead","Bin","percent","0.4","0.5",0
"US National","1 wk ahead","Bin","percent","0.5","0.6",0
"US National","1 wk ahead","Bin","percent","0.6","0.7",0
"US National","1 wk ahead","Bin","percent","0.7","0.8",0
"US National","1 wk ahead","Bin","percent","0.8","0.9",0
"US National","1 wk ahead","Bin","percent","0.9","1",0
"US National","1 wk ahead","Bin","percent","1","1.1",0
"US National","1 wk ahead","Bin","percent","1.1","1.2",0
"US National","1 wk ahead","Bin","percent","1.2","1.3",0
"US National","1 wk ahead","Bin","percent","1.3","1.4",0.0016
"US National","1 wk ahead","Bin","percent","1.4","1.5",0.0026
"US National","1 wk ahead","Bin","percent","1.5","1.6",0.0088
"US National","1 wk ahead","Bin","percent","1.6","1.7",0.0218
"US National","1 wk ahead","Bin","percent","1.7","1.8",0.0409
"US National","1 wk ahead","Bin","percent","1.8","1.9",0.0691
"US National","1 wk ahead","Bin","percent","1.9","2",0.0936
"US National","1 wk ahead","Bin","percent","2","2.1",0.116
"US National","1 wk ahead","Bin","percent","2.1","2.2",0.1204
"US National","1 wk ahead","Bin","percent","2.2","2.3",0.1164
"US National","1 wk ahead","Bin","percent","2.3","2.4",0.107
"US National","1 wk ahead","Bin","percent","2.4","2.5",0.0903
"US National","1 wk ahead","Bin","percent","2.5","2.6",0.0677
"US National","1 wk ahead","Bin","percent","2.6","2.7",0.0502
"US National","1 wk ahead","Bin","percent","2.7","2.8",0.0336
"US National","1 wk ahead","Bin","percent","2.8","2.9",0.0202
"US National","1 wk ahead","Bin","percent","2.9","3",0.0152
"US National","1 wk ahead","Bin","percent","3","3.1",0.0099
"US National","1 wk ahead","Bin","percent","3.1","3.2",0.0056
"US National","1 wk ahead","Bin","percent","3.2","3.3",0.0034
"US National","1 wk ahead","Bin","percent","3.3","3.4",0.002
"US National","1 wk ahead","Bin","percent","3.4","3.5",0.0019
"US National","1 wk ahead","Bin","percent","3.5","3.6",0.000900000000000001
"US National","1 wk ahead","Bin","percent","3.6","3.7",4e-04
"US National","1 wk ahead","Bin","percent","3.7","3.8",9.99999999999999e-05
"US National","1 wk ahead","Bin","percent","3.8","3.9",2e-04
"US National","1 wk ahead","Bin","percent","3.9","4",9.99999999999999e-05
"US National","1 wk ahead","Bin","percent","4","4.1",9.99999999999999e-05
"US National","1 wk ahead","Bin","percent","4.1","4.2",0
"US National","1 wk ahead","Bin","percent","4.2","4.3",0
"US National","1 wk ahead","Bin","percent","4.3","4.4",0
"US National","1 wk ahead","Bin","percent","4.4","4.5",0
"US National","1 wk ahead","Bin","percent","4.5","4.6",0
"US National","1 wk ahead","Bin","percent","4.6","4.7",0
"US National","1 wk ahead","Bin","percent","4.7","4.8",0
"US National","1 wk ahead","Bin","percent","4.8","4.9",0
"US National","1 wk ahead","Bin","percent","4.9","5",0
"US National","1 wk ahead","Bin","percent","5","5.1",0
"US National","1 wk ahead","Bin","percent","5.1","5.2",0
"US National","1 wk ahead","Bin","percent","5.2","5.3",0
"US National","1 wk ahead","Bin","percent","5.3","5.4",0
"US National","1 wk ahead","Bin","percent","5.4","5.5",0
"US National","1 wk ahead","Bin","percent","5.5","5.6",0
"US National","1 wk ahead","Bin","percent","5.6","5.7",0
"US National","1 wk ahead","Bin","percent","5.7","5.8",0
"US National","1 wk ahead","Bin","percent","5.8","5.9",0
"US National","1 wk ahead","Bin","percent","5.9","6",0
"US National","1 wk ahead","Bin","percent","6","6.1",0
"US National","1 wk ahead","Bin","percent","6.1","6.2",0
"US National","1 wk ahead","Bin","percent","6.2","6.3",0
"US National","1 wk ahead","Bin","percent","6.3","6.4",0
"US National","1 wk ahead","Bin","percent","6.4","6.5",0
"US National","1 wk ahead","Bin","percent","6.5","6.6",0
"US National","1 wk ahead","Bin","percent","6.6","6.7",0
"US National","1 wk ahead","Bin","percent","6.7","6.8",0
"US National","1 wk ahead","Bin","percent","6.8","6.9",0
"US National","1 wk ahead","Bin","percent","6.9","7",0
"US National","1 wk ahead","Bin","percent","7","7.1",0
"US National","1 wk ahead","Bin","percent","7.1","7.2",0
"US National","1 wk ahead","Bin","percent","7.2","7.3",0
"US National","1 wk ahead","Bin","percent","7.3","7.4",0
"US National","1 wk ahead","Bin","percent","7.4","7.5",0
"US National","1 wk ahead","Bin","percent","7.5","7.6",0
"US National","1 wk ahead","Bin","percent","7.6","7.7",0
"US National","1 wk ahead","Bin","percent","7.7","7.8",0
"US National","1 wk ahead","Bin","percent","7.8","7.9",0
"US National","1 wk ahead","Bin","percent","7.9","8",0
"US National","1 wk ahead","Bin","percent","8","8.1",0
"US National","1 wk ahead","Bin","percent","8.1","8.2",0
"US National","1 wk ahead","Bin","percent","8.2","8.3",0
"US National","1 wk ahead","Bin","percent","8.3","8.4",0
"US National","1 wk ahead","Bin","percent","8.4","8.5",0
"US National","1 wk ahead","Bin","percent","8.5","8.6",0
"US National","1 wk ahead","Bin","percent","8.6","8.7",0
"US National","1 wk ahead","Bin","percent","8.7","8.8",0
"US National","1 wk ahead","Bin","percent","8.8","8.9",0
"US National","1 wk ahead","Bin","percent","8.9","9",0
"US National","1 wk ahead","Bin","percent","9","9.1",0
"US National","1 wk ahead","Bin","percent","9.1","9.2",0
"US National","1 wk ahead","Bin","percent","9.2","9.3",0
"US National","1 wk ahead","Bin","percent","9.3","9.4",0
"US National","1 wk ahead","Bin","percent","9.4","9.5",0
"US National","1 wk ahead","Bin","percent","9.5","9.6",0
"US National","1 wk ahead","Bin","percent","9.6","9.7",0
"US National","1 wk ahead","Bin","percent","9.7","9.8",0
"US National","1 wk ahead","Bin","percent","9.8","9.9",0
"US National","1 wk ahead","Bin","percent","9.9","10",0
"US National","1 wk ahead","Bin","percent","10","10.1",0
"US National","1 wk ahead","Bin","percent","10.1","10.2",0
"US National","1 wk ahead","Bin","percent","10.2","10.3",0
"US National","1 wk ahead","Bin","percent","10.3","10.4",0
